Gene	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10
Gene_182	558.570449747505	553.138029280312	519.25480688282	406.429467523026	517.297064760372	566.105119657577	522.823906132201	428.651539655845	540.672065033353	459.280072469475
Gene_183	545.156693558615	457.958671160765	715.613898620537	730.208035587382	558.090070113928	600.963632426795	726.907906508002	927.054592016676	643.432222097056	613.030394433209
Gene_184	521.201981399876	598.487405786368	581.423663050077	649.356069083239	599.694615775235	614.361325149477	668.517281577963	644.358500757603	672.508746419167	620.217393798921
Gene_185	328.358467908238	318.344983791708	323.038025344064	338.211352864593	318.791327373638	330.747103582071	363.105755155439	305.456393611735	325.731400629569	313.102936602499
Gene_186	518.624211591999	544.69071102349	568.888332352741	484.477800259009	555.698128069737	591.347827627338	660.967797938096	546.969493523667	645.591505168753	601.346828919332
Gene_187	308.977611414989	326.466435023783	363.06737429371	355.648552655484	333.491465023004	362.296042545462	397.480427536515	348.417536040868	381.042933160708	381.066108753461
Gene_188	539.789931828845	513.906302135554	531.613158362348	433.5682043143	501.088228673164	494.408020548989	555.924073917406	490.853305459959	500.597281745648	476.799190566936
Gene_189	624.876632157678	685.053111884418	647.106971002115	546.044767972153	656.155844598121	763.030181724719	788.911867796117	534.892132924953	784.251632737012	638.042569080895
Gene_190	509.462067766913	488.584115619282	549.541317609852	526.861675123789	507.543064170413	553.039367169479	581.038993268918	579.364938986107	550.953788929712	481.328691714547
Gene_191	555.930772474173	721.56177110792	705.881878871529	676.472036184169	732.274013304814	781.655091435446	806.71576351427	663.630232190835	823.478821259289	741.454637983729
Gene_192	581.380782469053	425.0427351506	473.335293567318	683.30513963971	518.997742677208	574.504915464696	734.321553528885	373.213338461061	419.166012622239	445.740068628703
Gene_193	569.751987869884	615.614586698035	637.259862906484	592.536781904692	611.329541305642	715.420812011138	808.846801591631	540.593379211879	745.134613279816	655.680790285206
Gene_194	824.443925017327	770.361198830042	734.119228425909	511.59220320713	670.908768782685	695.710790696254	605.07280932322	544.788039344335	643.345933282377	604.624734425815
Gene_195	367.300623147455	338.794947833667	368.167561583759	413.297784388336	359.182187614694	396.659030675957	470.471521313232	322.306288257671	371.200098485696	360.179816859968
Gene_196	434.591834574745	484.476014827302	464.775952579879	406.062264847001	472.956015747158	528.998812194005	540.355626068775	404.715415436002	543.409462919265	465.931514715411
Gene_197	913.482509293827	996.060760419587	1010.59061648372	873.427059498993	997.351391141564	1195.6512314855	1336.77538513834	883.473896900358	1260.03484995694	1022.11399487335
Gene_198	225.734169575429	233.486791001059	242.891851158491	207.52506192041	229.622101423839	237.249308656011	235.475246939514	236.891021401265	249.285282543608	239.363008396639
Gene_199	341.568280290258	396.150109327519	393.468435175274	382.689890796908	390.035581428596	418.472551576274	442.694414917746	402.58429285713	462.145184431997	417.403715038366
Gene_200	477.5133571236	483.675716691648	500.917377356552	411.018286824924	473.550438167796	491.474064647206	548.382875874082	477.539869770102	544.086877033421	525.350608671282
Gene_201	467.068982751162	467.548088059186	505.383621225865	438.785319597078	454.481757876675	503.408475536166	544.975328964151	469.200672900107	520.271486888831	447.053136115795
Gene_202	479.719323577582	491.756798470703	520.71689483033	413.69687962987	490.097318705183	515.868586513552	575.367265631331	501.824283483857	565.009125945586	524.734254075047
Gene_203	409.449304865863	394.296925457428	390.967160709265	338.302915378252	378.535844758571	397.982526541452	384.783657559653	321.167588986765	370.911834523714	357.504055329487
Gene_204	396.751330733341	370.351395261444	392.947838351627	398.693877526265	382.911003779421	385.767363924715	350.743265068458	450.029515640801	373.995857069005	357.88505228614
Gene_205	357.628931170786	386.152841395264	402.566566389503	378.388710127363	385.018942613168	420.648310920907	442.871758265796	408.181672308825	449.473692301964	393.048971642003
Gene_206	401.920498965023	442.257812155689	511.372457164822	436.556138675451	443.651051288456	450.875440441851	460.802322021885	547.928796803554	519.782117114832	537.725714621602
Gene_207	424.820050653815	395.489643393322	397.043555885943	327.623755231759	385.004210492466	403.407575965371	346.346631870295	381.593857317754	384.399686159272	357.067854596621
Gene_208	792.62878923107	682.582404122465	787.287163045498	749.515223472586	694.266079900361	728.691302352125	875.125497971804	719.493195493685	699.176939323884	678.991885616041
Gene_209	486.665578287955	464.717229164283	440.928825339925	404.275603635009	449.078483488245	468.598956710822	446.910855160957	391.321129705601	438.124992453428	404.687028108065
Gene_210	548.942509300805	524.363218103194	566.937924590013	391.342932341684	492.505769282314	539.093061141295	449.909712974292	543.699560670233	571.406786010195	568.485318001822
Gene_211	410.003072268947	498.625878101464	529.683718878701	485.87879298752	506.249321545215	539.811871081631	560.875000509813	527.352074885817	584.410445305527	550.659259943848
Gene_212	902.382523571881	1021.88832497671	1016.1785772913	879.686123124542	1000.38802368328	1202.27685566471	1329.23468403004	839.633918049475	1273.56792921013	1037.55724303602
Gene_213	304.581590962329	294.493435303003	328.002419454272	330.558509396126	306.183540138683	295.503305012031	293.83789075097	383.215603883416	297.971196819925	297.423406133499
Gene_214	397.828550738055	386.168711769263	416.520346287575	370.771128349964	376.131450082944	368.217707783838	365.706248686919	446.77243592782	398.540964853364	407.376049807398
Gene_215	555.284641751839	500.523634464015	428.462916943704	354.40914126993	490.281304524752	503.496143791947	377.528940675395	359.913579284578	411.641580801261	366.426722787204
Gene_216	521.832664424942	609.028003939481	635.78429518177	563.259991289406	606.424985689173	703.81675057066	753.865545105157	601.800291442924	764.92206625517	665.824863830997
Gene_217	587.256265459692	587.160658793878	697.118406189147	632.809475122398	613.240886442287	703.350160777691	808.185423960542	718.034037460826	754.697407467237	655.580573128371
Gene_218	360.745933868904	310.899220077403	352.94511564034	329.400295048852	335.845710010938	334.807499084718	322.741463712975	391.930658236496	310.324539775445	292.411276100192
Gene_219	385.837683533953	393.425065795204	363.001643090295	409.150529392505	399.351747352148	384.605959251615	364.460096106061	396.964144436307	360.698393466753	343.325137981099
Gene_220	360.372546532334	310.610477718881	398.143852805482	360.425609876957	328.985427390458	340.022159359389	397.767337157379	433.316241272179	350.501833283502	337.724317638135
Gene_221	482.020179977035	512.597952531225	616.447315055022	631.166689338438	569.803587358931	641.412777195921	726.1468791329	682.580230085911	667.008823440455	580.399361572882
Gene_222	383.16610073776	361.960026266739	333.696424411396	286.328722011955	363.565412887956	367.097154577936	296.206899983658	304.491985532861	324.935532934675	295.131372877399
Gene_223	507.985625209974	444.269005641437	425.296012570677	384.405466195111	444.425754648091	461.970579289255	406.949981173282	360.794648272103	386.54849569919	366.688651524795
Gene_224	351.579425367559	309.08681362558	374.081580834993	359.761258159614	338.35403105603	357.761582946273	351.239666121016	429.632543062248	341.648026779146	317.332062684914
Gene_225	483.70676379976	436.371996649057	683.3462452894	678.447004980691	525.111467155779	588.359735355157	689.92766063582	890.355908412678	646.578567289017	581.177635173929
Gene_226	580.105288344493	501.951526820056	490.841572237402	423.846599407743	485.178368398636	505.960552602753	471.830873547438	397.717387010066	429.032629319123	400.604008344066
Gene_227	336.693037689201	296.423594493392	311.061580393999	295.626729829646	299.853542125937	304.149529056824	309.813861858664	296.234678443088	278.53444935996	268.197304801425
Gene_228	368.283809784144	329.208562636467	413.980984926134	336.234381260385	333.736495863068	335.565082636707	383.950799160003	440.28656099147	372.86254092853	368.382176989342
Gene_229	321.740353937284	383.075131920241	406.953887534135	454.698733889991	400.03147642073	395.953683430399	408.61405137673	483.316952618543	424.752882873382	402.505935297193
Gene_230	398.821198747981	336.852950842818	393.642462870704	462.805851586044	377.066546666198	418.175071048839	536.224002407722	348.054570203587	389.508904129042	389.152403703047
Gene_231	419.265080405496	392.774021173433	388.931501621228	275.035919508973	357.579190833554	361.747914563239	362.17244094307	321.716695437693	389.776617118223	385.092978981659
Gene_232	268.407235951213	286.44301814402	340.828054075345	316.732124755883	294.516349933127	305.403356817152	320.091619012855	384.446173172585	339.224325409875	333.486258508544
Gene_233	405.719057961041	462.476740603692	498.63519818921	463.264126348185	478.137287365951	536.173640216668	577.898253794257	505.903692532583	570.28027134014	496.721033269935
Gene_234	389.107804394901	364.321118391723	447.768335399655	430.380682217895	379.611381223669	422.672506389829	484.757014282411	445.547423693543	454.062851688951	466.923350837824
Gene_235	390.841722531934	430.931030896071	526.417006662766	511.782437015103	467.386716792998	480.520839234911	485.311222973589	630.721442742364	523.384673707362	495.295788945019
Gene_236	754.440247832812	849.942518494344	881.826318879382	1034.11917075512	924.928439080344	879.879389787268	831.12575079352	1110.59357062805	866.712396115388	814.831956566689
Gene_237	586.389153854457	529.091614111898	509.275350220317	443.28051159471	536.016118820815	557.727862271052	474.446066111396	465.128030963011	475.534296038561	425.986927389981
Gene_238	656.521426147358	653.157836657752	717.222736500155	676.643344954432	651.549308249784	755.779816919053	890.234193290934	606.993338097224	791.97154155722	746.044158223636
Gene_239	287.179568724609	297.665746996751	293.190621477985	307.89232539131	287.661921925078	278.997538151262	298.993385428253	308.573087048192	290.70668044754	287.086723331202
Gene_240	529.21504812511	529.979302867169	564.747557319698	607.703336087057	525.948626872212	417.235418272453	490.923050081237	679.071616916937	440.978373745071	483.524069127403
Gene_241	468.521890745042	444.229817491289	565.155595150874	460.953724953858	437.311143740341	491.675933641535	544.281964455196	566.676220560954	561.254682576063	565.290158482127
Gene_242	307.461235850468	256.918101544499	273.857738531142	243.265537039982	262.999349945423	246.353224019323	261.694576289784	261.328034589361	230.155816833274	251.0137370347
Gene_243	402.937201535681	385.553745696979	362.081486408619	332.126016261026	373.132756154416	370.0916701744	305.990471100726	362.423953866049	349.286628119621	345.258184263038
Gene_244	551.725154829726	492.890474183598	571.53093308748	431.210040790563	480.535948852705	386.783775803434	481.697480642087	582.043663002924	404.935951520087	453.278488525948
Gene_245	397.889040722236	380.418811065968	417.044520874684	445.619506968117	397.060167708114	425.187211676163	473.823368893564	419.352856260383	418.049991384143	390.402848287999
Gene_246	488.824042177834	563.059652599488	539.82452057147	488.589762256642	555.167635537039	609.458868997145	613.170916613145	482.728645041552	613.828608268046	525.694473673957
Gene_247	428.655336806361	417.93980898204	392.73073618985	331.2340520066	403.919177207807	422.235054992825	379.242494755118	337.889379889075	391.795213118002	348.007161966437
Gene_248	368.643454248986	305.115971274979	371.200679635663	388.837499032491	331.807867275664	360.676144008944	443.720359517944	347.96111216292	358.846133351747	385.023011406517
Gene_249	776.525633803545	824.480656020829	999.50992318312	693.159794789426	751.669204479746	866.062269233189	872.46236841779	969.238340988615	1053.5625580082	1043.21483129623
Gene_250	395.588227331227	434.612750913874	450.021075460171	388.173154406353	422.476739376644	481.520277911638	519.71299989726	406.662691885578	522.395173772062	460.616182775047
Gene_251	249.390699894353	247.286465385553	247.236119585777	247.724721805283	253.426942660607	265.783487486171	282.651684421409	221.154323160762	253.45658743117	252.890987959452
Gene_252	861.112302139885	920.9767783582	982.440324432502	897.977947069808	966.717709503	1158.071473774	1291.22280088019	960.753018800625	1229.02066472454	1005.37702872886
Gene_253	368.358333909961	342.728285015999	394.625861488618	307.6879895184	327.835982018167	320.023009605397	342.151084739565	400.88114749875	363.094233658211	389.28361475627
Gene_254	795.626457475859	681.842786429612	597.152295503786	621.805585876808	702.870233681697	664.777002653671	493.782026286952	628.124500448134	517.091448084123	495.522213320118
Gene_255	344.315608128587	318.491880386148	321.867787170823	241.162857073336	307.326401043198	320.722627236628	260.683478204946	298.473633988473	312.683161052947	310.914677888577
Gene_256	467.989549866889	450.289294748385	460.494707862597	325.892307474923	409.517825498048	428.104287916459	394.589002411896	405.237882998661	439.878301539601	412.62693884016
Gene_257	283.737402486635	283.80488820011	321.698404603145	304.108277430506	286.498567144804	304.68825022357	333.515571999755	318.71560738286	328.654156943059	331.637545305084
Gene_258	344.492847890846	299.394678658192	372.996420898072	416.79975067274	343.912190618019	376.537345042331	429.286263292428	400.40920013583	354.780707474446	351.569991609142
Gene_259	348.26171430588	394.229952553452	477.103006306079	388.077828436452	389.468555884547	427.310193141138	432.507452092438	511.068947124806	503.848316326577	491.307576814028
Gene_260	1002.95516047532	1079.54813818028	1108.48616778058	873.422382373132	974.140152679915	1130.0003255347	1287.76990254342	867.247163321416	1227.55312781915	1065.68149963688
Gene_261	401.458556669231	418.076806076537	443.851864561319	355.595795426469	384.783676791858	429.946279389818	461.400088173368	386.483100828943	454.203610213126	401.549575303604
Gene_262	420.800198052742	418.326912028678	465.586855945192	456.002206536989	441.403008330405	477.80955438979	502.679197581799	495.272654017992	479.46955749341	425.259901144371
Gene_263	493.237067708844	580.518053632303	618.734386540739	626.373293781095	555.709189932557	564.676180280109	572.786181807252	715.847449682143	671.86210965985	659.730810894755
Gene_264	289.592092018859	289.568145654049	333.411496113606	332.476657662538	312.048366654869	319.91776212542	336.965248757095	381.641079154142	323.028525611384	295.569163413136
Gene_265	667.753067720558	828.190216503061	690.399331073196	1118.07399279953	822.528805874642	643.082467778244	663.913865831916	964.820665427006	677.49215018902	721.811172029948
Gene_266	293.113035680362	290.867395945089	322.049649790161	303.55323171222	300.687023696581	313.715992611258	336.248091693378	333.185764949719	318.445188922728	300.540624446914
Gene_267	405.010503030893	372.168527341062	535.07382206228	586.819396844557	438.294243305339	455.127423783631	522.709241216033	721.081345386983	494.983115730682	459.790074955772
Gene_268	340.506639660104	335.979128129686	351.995444676316	306.222091782113	339.264452388546	349.496447914863	374.953228003468	338.53974026188	355.929288632567	327.334968691417
Gene_269	325.164146914616	340.380148747606	329.695590325623	323.693573228201	337.467250341306	339.542548103656	339.952144067856	332.663881519175	344.502413567077	324.178033730979
Gene_270	478.902976439502	561.667740291845	468.436668356191	755.420067381136	549.298488343869	444.883972558245	476.006863853554	636.074651016766	466.470666088614	496.063649935813
Gene_271	429.668793322438	452.452611036629	479.436659768203	616.320535113106	483.448194132441	446.478266214068	458.208116515944	635.133344367043	459.225458237218	448.951756437245
Gene_272	339.82200887863	338.740485882155	330.743894607962	319.75426820765	336.317024837134	339.651074575534	368.169514708575	313.183933495121	339.910159253803	321.531539107693
Gene_273	507.54492457551	431.394886772667	682.672961583669	691.979216733053	530.872421237879	576.217971509813	687.880907003864	903.24030841306	621.212364183522	563.543520273685
Gene_274	474.878895885299	435.101021322074	454.3452596758	390.577974224247	435.929089046701	463.176662328941	443.461080951995	432.848728860685	432.436003752164	390.203153952639
Gene_275	251.423913669237	251.04826905532	273.258162803047	229.976645408961	244.894611408097	251.162602530537	240.98999938507	284.910387413109	264.010508622732	262.714977828909
Gene_276	377.732070699651	449.732327830294	467.367640766183	503.435250773059	441.108998865622	429.261817737075	442.289028590542	547.33201623687	491.719996423526	489.640460132579
Gene_277	399.616471563794	342.137560630258	388.248697182194	357.186065567036	359.311623080033	352.547485264963	448.761144315625	360.170659997515	367.226052000878	406.19494909798
Gene_278	608.385814030446	682.72791747534	651.913938733821	592.69298354217	665.224387700057	778.721041901872	837.957028295938	562.337802695628	815.415858298637	680.179904070337
Gene_279	364.92369552106	321.338783717486	336.566264285596	332.244141949785	324.462863145602	311.01438660796	328.67620750538	336.740444555788	299.039687177062	332.206208639953
Gene_280	420.399529520048	467.559508145545	546.164748282227	439.414650024906	445.491134975382	476.028396408918	458.375627643379	598.929871234521	571.676281485257	565.86310447068
Gene_281	390.207754070326	420.948647589689	456.043465901793	431.648755622658	398.517882458768	375.101792417652	388.687516152756	520.956145741073	443.320770432909	461.847484078996
Gene_282	356.180775758821	341.923155748161	340.454387078577	270.794148127454	314.022125021753	331.83134366724	321.369270608506	284.013547399426	320.527258574746	292.736556931878
Gene_283	316.971896785695	339.513936244576	318.518658589197	349.724966886362	342.729349970486	310.320204099692	322.098638060862	334.354492540322	313.040462166115	322.395216363924
Gene_284	282.921756476056	316.488071776252	336.830837480275	341.158775450912	318.718561973449	319.145414366869	321.484595082787	372.224738444054	348.69907432715	340.86322546525
Gene_285	537.925978398109	573.766635489156	615.948388125627	489.454738384351	527.121477545853	593.151088236702	641.04797303669	549.526690367592	637.931800802358	545.872604940478
Gene_286	679.719540194567	583.80088521799	500.598473806877	456.173487223383	579.78483005937	537.250145223807	380.6059532926	486.755314453233	432.125532228699	435.284823829535
Gene_287	402.810753592988	340.491858093946	410.339141556812	389.968253932222	356.928936762712	378.902553657818	426.32388248748	406.30914639831	365.353514345708	356.76267129224
Gene_288	328.37033101728	346.643700240103	372.917148307499	411.874685632059	356.63207303026	329.619969000111	368.88762907687	428.077304290575	353.428028254957	359.252977927257
Gene_289	366.703606252819	394.555327536091	441.004041944527	373.731980836288	390.3709150162	425.168839748028	452.960989241059	455.727657790029	482.404262696561	452.168596947795
Gene_290	454.326373985704	407.664883011213	503.099087889095	473.381319416028	421.421897163303	443.305441577665	545.76816296021	503.4966253322	451.570725541963	426.329947374502
Gene_291	738.510414397551	789.592250233562	889.392392866065	667.442266393948	760.221836715193	888.131160942324	951.664036175023	844.848178178629	1040.48560906839	967.256738553564
Gene_292	291.436986625873	286.148639692943	284.536306282624	276.140325445355	285.680403458158	274.729907858587	276.752127489921	295.85343336514	267.989564563642	262.892015567176
Gene_293	317.129532725699	353.180424660921	337.548246062673	371.222722043179	343.410531339589	322.758981177897	338.270316767346	376.785290244983	346.705042247916	349.125625367704
Gene_294	370.216484677403	369.222396056771	379.486519778259	294.323521966236	359.133889011004	353.558522823974	386.567155007641	359.38406576174	393.77060274054	396.537721339848
Gene_295	393.00338983158	425.026809648591	454.375925087999	391.419731985015	414.775497345949	466.966805561463	509.953109307151	415.487383685167	516.078248230078	474.396001466266
Gene_296	315.469945613536	300.711081340791	287.493027505547	263.032679756734	297.294462913207	291.70633622145	255.304961465626	282.562762126041	275.462993309588	275.000956121758
Gene_297	671.201514855305	653.949154372777	756.495830762333	656.597460027995	641.185329784603	728.216704943406	865.402450119345	691.152825614343	785.844993191881	729.848573190113
Gene_298	464.605935170102	434.616587850631	402.497422962317	432.839110805233	425.862005109299	372.908057088238	335.1228487943	444.415309465366	341.707565021646	363.161701910236
Gene_299	606.609951412032	450.164768015052	488.127191135525	500.716090190307	473.49727590587	458.883651820429	599.851789131069	415.159120796465	451.919456401547	553.051820865396
Gene_300	436.087217530512	469.150493110687	523.760696228936	587.744314984331	510.127449814845	529.081268072865	563.717050972918	628.770558792846	553.409082928232	494.534972268089
Gene_301	478.706280205057	441.163580550949	606.884336962618	596.576148379233	501.639115739624	550.070288294585	648.165716014267	734.267453440236	588.722034510363	526.771098363834
Gene_302	346.883858264459	371.193145783929	378.283389017834	433.962180362826	385.785554943929	352.031116996132	357.320469988839	461.133504075074	354.592576339431	350.808722577161
Gene_303	408.113960494943	426.828495537347	418.992265388966	412.055018057483	430.644281848344	455.778502705622	478.946460363916	399.989351877829	461.277587682379	418.504071347277
Gene_304	805.578060571172	884.708797163877	1081.23326388879	778.534828232507	804.650619788477	893.784209391102	864.882449879106	1158.79160828371	1144.06717449044	1161.8409495369
Gene_305	902.711673718846	826.891053324154	1090.22209394151	1054.4301126712	916.198170153584	1033.84324907939	1255.48348424658	1212.30243666198	1104.10738676779	991.809406516341
Gene_306	373.790837102157	328.039554683391	310.012749073557	259.388187138325	316.036736121502	288.281275196329	253.118692485164	295.692402439206	248.258398689866	261.486748449595
Gene_307	651.526742565322	697.07692745597	676.805091352692	583.316586807811	670.351793662603	776.462312460706	837.345150404732	541.224867753123	790.998630606875	659.707419148759
Gene_308	421.678413941817	498.567033715105	506.057879246377	564.129517826139	474.650526973282	440.500073315874	454.38432620586	606.579977477582	515.465842655036	536.349485817602
Gene_309	542.185579581068	599.053710929508	587.126743395278	564.20120589174	584.379364734284	661.683042675582	720.917758732157	536.963109455791	696.19059905544	597.831730046964
Gene_310	428.498950885037	375.056735774491	334.876017247906	341.443679291007	387.820354970547	398.539636912905	339.948177804467	282.742012795678	312.356576656403	298.174554196114
Gene_311	286.43547324444	325.161791115579	356.165976511659	297.245138983082	319.310907677258	340.282944551308	336.752834863716	364.663155533284	379.548041717899	364.019666799196
Gene_312	581.570650856199	635.696496965376	640.242661488385	651.344767237163	654.917421165774	714.762445787564	789.770633231818	668.384733070488	759.528225781573	657.175514066085
Gene_313	475.274430053757	477.58584442096	514.370517327529	406.590326493063	435.952026525945	480.287150073044	505.647401128821	445.801378017285	512.999699711294	479.756412214172
Gene_314	320.348183047571	311.582471087761	326.981721838271	274.52408391066	298.180821675443	316.962480365421	311.21767642959	304.041064779506	320.405197167469	298.594365714239
Gene_315	364.438846139076	379.085165339808	368.477856162671	396.57354524073	381.722175370352	387.644291618628	385.139624355556	389.131153560309	381.463090555613	353.685017986803
Gene_316	408.176972135672	435.104712873028	430.607736454653	382.265496542473	430.115205164379	478.371506219238	498.835981958739	402.713370532008	499.908397286491	426.964815658118
Gene_317	523.831077965288	554.020822127236	550.646799408428	514.313627468367	555.72743742545	615.867039587636	652.729335151677	529.407615002785	636.774591398205	544.277113743592
Gene_318	344.184051307105	333.240095308238	355.075217213794	317.80963766955	329.533169665388	344.671214119504	394.610134606982	327.93231797484	357.675764790712	337.949046691054
Gene_319	306.426050481862	303.182508411936	323.993961076743	301.871471719982	295.15032307996	290.938976994352	290.921055442175	347.278772644723	308.381874009897	312.255455647599
Gene_320	355.002244932875	385.270877696838	367.338838541869	340.860145629769	375.039359305364	405.504050308138	413.717787134948	335.681572629987	418.775544783447	367.941204287199
Gene_321	293.496094385269	315.356737018259	339.254570160488	313.473409703344	321.283040012445	338.336158444846	359.663998054651	342.347054563319	349.930120197471	323.43784388602
Gene_322	379.391934280033	359.806914496888	379.279201772771	368.817546735805	357.536103710698	314.405112923569	351.411748194319	410.5232954862	318.65466713448	331.051562007545
Gene_323	414.068677587701	381.060548628492	389.828847874927	362.035823502748	370.867342331895	343.222696247897	335.983442341824	406.306703284121	355.570600691889	390.317388921977
Gene_324	360.137424081982	371.095458963828	436.912581057511	413.518544181561	386.449782252533	389.756451126937	433.473660158417	495.596382823486	430.822876906766	418.009410704907
Gene_325	357.967675376083	323.683819922683	319.625090878942	299.583279297175	323.034725901237	338.285013864125	339.576121609903	273.391507472095	303.586019786226	289.243020996867
Gene_326	621.599635030835	636.963336372322	611.4429291026	552.205568437481	625.723730851145	689.61322702137	687.922055169392	564.526912907743	679.729567573532	575.825504044303
Gene_327	330.874521845025	320.861028175106	314.027328054552	356.495424972844	318.575674489698	270.516124357879	286.915940361238	354.356469590842	266.689558906678	290.753116066526
Gene_328	552.970143834486	529.319153381236	522.379095712284	416.34557276651	506.63813871265	498.407891273197	522.957460152458	470.188486312093	498.359094455618	478.33305234191
Gene_329	451.714116569732	401.283999593234	501.686201003757	531.821077038842	462.80696187665	466.902524944571	478.748393083661	634.745789470803	453.816245774675	416.055750876421
Gene_330	796.986992666336	813.958171154847	778.047921581491	531.801399828084	681.085970166739	716.890823176758	686.639308909378	563.624251995971	712.962893904737	620.347777862338
Gene_331	881.156120344126	1017.92160970849	964.159093487126	1361.72117179468	979.166055823351	759.891813617515	840.859134275203	1317.03355958587	874.31774050471	976.180230666017
Gene_332	327.291429497516	283.152736370902	309.608386715923	341.350514673487	305.700269883334	330.326331961296	364.985986178916	284.408807989049	291.142535667241	290.553397610998
Gene_333	742.640373177224	791.371040946808	780.468254479633	644.147175972757	757.108989494744	877.446413728255	951.970894019631	643.555202242724	904.827634833443	754.112469314664
Gene_334	294.218013247897	257.05009422081	250.747341585361	201.538672735452	251.299369600041	241.930412773411	226.433437766792	222.238728452472	219.459033858794	222.973509647018
Gene_335	354.597061781566	337.310575568066	357.420577555714	273.651934004265	319.310711796557	342.382410902506	327.286360557476	328.84465863421	364.253958437951	366.399618287559
Gene_336	662.227561898305	625.368416002562	705.713857778314	575.827357728338	633.115563717491	640.52390888384	750.321828834857	692.250000079239	665.283656451712	616.553728104959
Gene_337	428.660217252415	410.398222259904	461.41183478548	377.888437371705	401.531031842755	406.509392183716	466.737578540564	448.859263424933	452.940556082042	449.27411268732
Gene_338	580.267118564318	625.596670348521	621.336578863274	534.158855283913	588.96468683761	671.5180821285	722.954106145481	540.716277152776	709.409342835825	606.451695827351
Gene_339	332.556990127409	343.890029633263	410.884279023645	331.822796710236	339.854128570975	371.202417047576	371.788672601978	436.713125170028	416.442135881434	405.491512362192
Gene_340	391.018581499415	373.202049730518	365.553525578757	336.095856498439	359.638638945898	385.06703271817	406.831238536378	296.510403834479	363.501920628261	328.827804065148
Gene_341	539.185054147215	462.978348088918	482.448916803128	418.093418558048	472.634318596748	487.285026309693	406.041507038117	498.260458978478	440.552056300805	412.840374650735
Gene_342	371.353774059549	396.927732684725	418.933333014644	319.892395444881	368.224171056736	409.882538116717	423.220390799141	377.145530510973	456.947041572419	423.128415265824
Gene_343	334.518718700707	382.681648156422	379.629607612082	354.971760317968	379.139772168521	414.791767549548	423.865862510089	373.491598098689	435.700330598393	382.949313724597
Gene_344	303.667652346842	318.505405517233	301.855542073923	354.541655827864	318.531641576274	287.325363861675	301.772192029734	349.010510051121	289.004684353686	287.753318899516
Gene_345	490.483007822995	398.109786216427	525.244279115206	544.697549459258	466.350243877454	475.228582768104	510.125670279699	650.409807762443	443.789356310934	416.101263744846
Gene_346	616.903837234381	674.974786512944	697.905423584579	666.197238508907	707.216023183028	823.176604553968	913.156266110653	690.096081210576	869.495951272996	723.280577505924
Gene_347	494.758356476132	490.005948970921	542.575224660918	523.540695534533	517.243791924186	565.053136966588	607.302653064057	587.801962342477	577.221608864627	502.039262347385
Gene_348	538.821108221635	512.536751343812	517.834578347799	507.357772601828	490.503448673442	541.423179648612	625.252215743129	404.153082772021	516.467984399352	468.289520926793
Gene_349	566.687713415417	534.419814195744	596.846333215091	435.122481757423	493.732948143987	408.707313457728	463.890065963048	614.145149828265	478.101254884333	546.997004279056
Gene_350	363.592649010492	385.514056387724	396.659655469129	343.859974191324	368.770589216588	394.295460780396	404.725253946855	382.881244277814	429.629095542579	398.888741891738
Gene_351	411.05136616231	442.430343681032	534.847841197602	487.812129947763	456.713870161732	502.780982869541	543.593326378264	592.808684587255	566.978730317628	527.003671090224
Gene_352	479.803952568597	479.597827873577	486.287985397501	559.045149531665	504.939122723016	510.948814921708	513.656881672908	561.905679575174	494.447493174117	449.439501918814
Gene_353	855.890831082871	932.279434525662	930.454248321543	759.245094197054	933.156111608303	1102.92657955058	1213.21408363635	814.944734323385	1185.41619504758	986.999800813186
Gene_354	499.480017079253	440.067601300562	440.438112105739	420.556925757739	455.397518082887	473.671306999763	458.024769016128	404.160434270124	416.987221082914	386.027730954028
Gene_355	278.83176910607	262.825652317315	279.339479758952	232.155122114935	256.97458876212	265.448459380282	259.059728085397	267.118695031411	271.613355811685	268.903526259937
Gene_356	398.380256252335	500.467600107827	434.10304948716	531.991358998868	494.910820772603	433.174336756321	412.645508447945	503.530685340967	449.158767468771	454.211405034524
Gene_357	494.764317893529	476.694295954053	467.104531807785	543.11038562753	475.568813979598	398.47949105303	413.286871873365	555.953963839845	390.593927744386	413.015276155031
Gene_358	486.295080712924	440.449299416331	431.090294502878	356.642729927503	422.560076940666	438.27676749021	404.323578309345	371.176991938544	398.968653336193	363.17009273501
Gene_359	355.857745417691	372.522649809546	359.033745015105	364.288745605128	360.551359657392	354.837320647386	356.884230166984	375.776117980375	372.524507451	356.467452918615
Gene_360	514.506954526108	434.625536309212	451.807931234863	447.119902682986	467.400173240712	449.277877112218	385.770032666322	509.17849162779	383.522644942507	368.54111158472
Gene_361	423.1722509282	436.798020578045	499.450427355798	542.937876808376	466.310865998828	440.245363591883	499.179540035359	610.522372337548	468.529215788171	449.592203923505
Gene_362	339.235265087234	341.133767320044	398.563761319304	322.574020653913	346.452014052585	358.822952005581	395.593271341821	414.951726238141	401.409369840254	399.002965265011
Gene_363	265.128998848748	263.069334032577	284.835720742946	265.30309333401	267.567341584269	282.276710461355	302.836620941591	275.614973633252	285.8142976242	269.56692002236
